"Ind","Obs","S1","S2","Jack1ab","Jack1abP","Jack2ab","Jack2abP","Chao1","Chao1P"
5130,77,7,12,84,84.6942148760331,79,79.6528925619835,78.6153846153846,79.2650985378258
4765,74,9,8,83,84.2277209642074,84,85.2425127830533,78,79.1537618699781
4937,72,7,3,79,79.7467206790123,83,83.7845293209877,77.25,77.9801793981482
3972,68,6,7,74,74.5761245674741,73,73.568339100346,69.875,70.4190095155709
4317,74,7,4,81,81.7247991234478,84,84.7516435354273,78.2,78.8997443389335
4836,71,8,4,79,80.0029756000793,83,84.0537591747669,76.6,77.5725054552668
4598,76,7,6,83,83.704120498615,84,84.7126038781163,79,79.6701869806094
4540,76,13,2,89,91.6040512465374,100,102.925900277008,102,104.984418282548
4178,78,9,10,87,88.1582840236686,86,87.1449704142012,81.2727272727273,82.3547606239914
6107,48,5,2,53,53.5750868055556,56,56.6076388888889,51.3333333333333,51.8903356481482
5496,52,4,5,56,56.3313609467456,55,55.3254437869822,53,53.3136094674556
4857,97,13,10,110,111.975767881815,113,115.02965246041,104.090909090909,105.960540681552
4907,89,15,11,104,106.954172452973,108,111.067794470395,97.75,100.526638050751
5873,88,7,7,95,95.6011105371901,95,95.6011105371901,90.625,91.1984278150827
4880,83,13,6,96,98.3550587893744,103,105.5267818261,94.1428571428571,96.4523567592228
4638,81,7,8,88,88.6572168876696,87,87.649748513946,83.3333333333333,83.9556978102931
4956,76,10,5,86,87.48891966759,91,92.5754847645429,83.5,84.9456371191136
4945,62,11,6,73,75.297866805411,78,80.455254942768,69.8571428571429,72.0560799762153
5388,65,11,9,76,78.1765680473373,78,80.2338461538461,70.5,72.5190532544379
4236,70,12,5,82,84.4097959183673,89,91.6155102040816,81,83.3804081632653
3955,69,13,10,82,84.9107330392775,85,88.0172232724218,76.0909090909091,78.7918886406599
5364,89,7,10,96,96.5938644110592,93,93.5753061482136,90.9090909090909,91.4714625104727
6465,40,2,2,42,42.105,42,42.105,40.3333333333333,40.4341666666667
4472,74,6,7,80,80.5259313367421,79,79.5193571950329,75.875,76.3738130021914
6180,62,6,3,68,68.636836628512,71,71.6649323621228,65.75,66.3657648283039
5377,60,5,4,65,65.4513888888889,66,66.4583333333333,62,62.4305555555556
5152,68,6,12,74,74.5761245674741,68,68.5294117647059,69.1538461538462,69.6922411498536
4632,87,6,9,93,93.4423305588585,90,90.4280618311534,88.5,88.9209274673008
4917,81,8,7,89,89.8681603414114,90,90.877914951989,84.5,85.3242645938119
5117,85,12,9,97,98.9332871972318,100,101.993079584775,91.6,93.425660899654
4334,77,12,12,89,91.1615786810592,89,91.1615786810592,82.0769230769231,84.0703582132154
5475,74,8,6,82,82.9583637691746,84,84.981738495252,78,78.9116143170197
5193,76,12,6,88,90.1939058171745,94,96.3434903047091,85.4285714285714,87.5583696082311
4978,69,4,10,73,73.2453266120563,67,67.2251627809284,69.5454545454545,69.7791716789826
5275,65,8,4,73,74.105798816568,77,78.1663905325444,70.6,71.6694437869822
4596,65,9,4,74,75.4186982248521,79,80.5145562130178,72.2,73.5841893491124
4370,69,6,3,75,75.5671077504726,78,78.5897920604915,72.75,73.3000945179584
4733,71,9,9,80,81.2854592342789,80,81.2854592342789,74.6,75.7986907359651
5369,58,9,3,67,68.6132580261593,73,74.7577288941736,67,68.6132580261593
5530,78,13,3,91,93.5277777777778,101,103.805555555556,97.5,100.208333333333
5796,91,11,8,102,103.49039971018,105,106.534234995773,97.1111111111111,98.5300755410646
5773,84,5,4,89,89.3153344671202,90,90.3188775510204,86,86.3047052154195
5027,44,9,3,53,55.2174586776859,59,61.4684917355372,53,55.2174586776859
5707,42,5,2,47,47.6660997732426,50,50.7086167800454,45.3333333333333,45.9758125472411
4989,46,7,5,53,54.2273156899811,55,56.273629489603,49.5,50.6462665406427
4829,41,5,5,46,46.6841165972635,46,46.6841165972635,42.6666666666667,43.3012095974618
6017,70,6,9,76,76.5583673469388,73,73.5363265306123,71.5,72.025306122449
5841,68,8,7,76,77.0519031141869,77,78.0657439446367,71.5,72.4896193771626
5599,62,9,3,71,72.4960978147763,77,78.622528616025,71,72.4960978147763
5993,73,8,9,81,81.9727903921937,80,80.9607806342653,75.8,76.7103396509664
4756,59,8,6,67,68.231829933927,69,70.2686009767308,63,64.1582878483194
5568,35,7,0,42,43.68,49,50.96,56,58.24
5221,65,3,9,68,68.1448520710059,62,62.1320710059172,65.3,65.439100591716
5519,83,12,4,95,96.9857744229932,103,105.152997532298,96.2,98.2108578893889
5458,83,11,7,94,95.6510378864857,98,99.7212948178255,89.875,91.4535854260415
6630,62,12,9,74,76.7721123829345,77,79.8844953173777,68.6,71.1698231009365
5570,41,5,3,46,46.6841165972635,48,48.7138607971446,43.5,44.1469363474123
5315,50,6,6,56,56.8064,56,56.8064,52.1428571428571,52.8937142857143
5906,62,12,4,74,76.7721123829345,82,85.0718002081166,75.2,78.0170655567118
6466,58,6,3,64,64.6848989298454,67,67.7170035671819,61.75,62.410820451843
6189,39,8,2,47,48.9776462853386,53,55.2301117685733,48.3333333333333,50.3670830593908
6565,34,3,3,37,37.288062283737,37,37.288062283737,34.75,35.020544982699
