lat,long,site
33.68,-105.84,60022
33.68,-105.07,60072
33.68,-80.05,80007
33.68,-96.75,83072
33.67,-115.8,14088
33.66,-93.66,7006
33.65,-114.21,6018
33.64,-108.79,60069
33.64,-79.43,80004
33.63,-84.21,27044
33.62,-85.74,2111
33.61,-109.1,6123
33.61,-83.6,27045
33.61,-79.32,80057
33.6,-85.75,2012
33.6,-91.11,51034
33.59,-86.2,2751
33.59,-92.69,7004
33.56,-110.94,6122
33.56,-94.5,83069
33.56,-97.27,83075
33.55,-89.39,51113
33.53,-85.25,27036
33.52,-87,2017
33.51,-83.09,27031
33.51,-107.21,60070
33.5,-116.79,14226
33.5,-104.47,60073
33.47,-88.17,2019
33.45,-86.6,2014
33.4,-114.72,14049
33.4,-85.25,27329
33.39,-116.8,14047
33.38,-84.28,27327
33.37,-93.47,7005
33.36,-94.74,83068
33.36,-98.92,83076
33.36,-99.65,83179
33.36,-96.06,83273
33.35,-100.69,83363
33.34,-102.95,83094
33.33,-112.67,6070
33.32,-80.46,80005
33.31,-91.89,7001
33.31,-103.62,60024
33.3,-117.34,14220
33.29,-86.33,2156
33.28,-88,2059
33.28,-112.93,6069
33.28,-79.69,80002
33.27,-102.78,83365
33.26,-87.42,2060
33.22,-115.48,14089
33.22,-90.09,51005
33.21,-90.69,51007
33.21,-95.48,83071
33.19,-85.92,2010
33.19,-116.78,14106
33.18,-85.46,2209
33.18,-101.56,83092
33.16,-91.33,7002
33.15,-88.62,51023
33.14,-81.04,80055
33.13,-87.82,2047
33.13,-96.16,83359
33.12,-89.1,51038
33.11,-87.1,2043
33.1,-83.81,27046
33.09,-94.04,83357
33.08,-104.82,60023
33.05,-95.81,83070
33.03,-111.37,6121
33.02,-82.83,27048
33,-83.99,27015
32.98,-98.38,83065
32.97,-92.56,42061
32.97,-91.51,42303
32.95,-111.33,6127
32.95,-105.74,60028
32.95,-80.26,80101
32.94,-115.53,14150
32.94,-83.64,27035
32.94,-92.26,42139
32.93,-84.49,27016
32.92,-113.54,6025
32.92,-116.48,14221
32.92,-107.62,60076
32.9,-116.23,14051
32.88,-85.2,2028
32.88,-82.36,27051
32.85,-114.44,6074
32.85,-84.41,27322
32.85,-91.26,42060
32.85,-80.65,80013
32.84,-103.14,60080
32.83,-114.39,6024
32.82,-86.11,2164
32.82,-99.13,83067
32.8,-87.76,2049
32.8,-90.19,51006
32.77,-96.02,83350
32.75,-93.54,42140
32.75,-81.04,80058
32.69,-81.47,27310
32.69,-97.72,83063
32.68,-88.12,2048
32.66,-101.96,83093
32.65,-86.7,2025
32.65,-104.39,60029
32.64,-109.81,6079
32.64,-81.69,27054
32.63,-81.84,27309
32.62,-98.36,83352
32.61,-116.2,14137
32.6,-94.7,83056
32.59,-99.81,83353
32.58,-85.71,2051
32.58,-93.43,42301
32.58,-89.86,51032
32.56,-89.1,51016
32.56,-105.57,60078
32.56,-96.13,83060
32.56,-101.9,83355
32.55,-93.48,42128
32.54,-110.5,6078
32.54,-83.74,27321
32.53,-107.48,60126
32.53,-80.68,80059
32.5,-85.25,2212
32.5,-88.92,51026
32.48,-86.56,2211
32.48,-91.42,42038
32.47,-103.29,60130
32.46,-112.86,6126
32.46,-92.62,42026
32.45,-90.88,51036
32.44,-87.21,2022
32.43,-85.87,2065
32.41,-87.53,2063
32.4,-112.93,6080
32.39,-83.45,27014
32.39,-108.72,60075
32.38,-91.65,42124
32.38,-106.72,60027
32.37,-83.78,27028
32.32,-86.71,2050
32.32,-89.48,51015
32.31,-85.55,2027
32.31,-84.56,27038
32.31,-97.49,83351
32.3,-92.34,42125
32.27,-87.83,2021
32.25,-81.03,80003
32.24,-104.69,60079
32.19,-87.37,2210
32.18,-84.26,27033
32.17,-82.95,27050
32.16,-98.04,83064
32.14,-85.06,2029
32.14,-83.57,27049
32.13,-88.31,2020
32.13,-86.27,2024
32.12,-90.74,51035
32.12,-102.83,83108
32.11,-93.25,42062
32.1,-82.37,27112
32.1,-90.57,51008
32.07,-93.97,42027
32.07,-100.64,83354
32.07,-101.92,83356
32.06,-95.28,83349
32.05,-92.12,42302
32.03,-110.3,6028
32,-92.38,42058
31.98,-109.2,6133
31.98,-93.44,42304
31.97,-91.44,42018
31.96,-82.35,27005
31.95,-92.81,42305
31.92,-108.99,60031
31.91,-83.55,27052
31.91,-108.31,60081
31.88,-84.97,27009
31.88,-94.52,83045
31.86,-96.22,83336
31.85,-95.97,83147
31.84,-106.61,83346
31.83,-107.56,60082
31.81,-109.69,6033
31.81,-92.05,42036
31.75,-104.97,83344
31.74,-87.63,2214
31.74,-84.71,27010
31.73,-87.2,2036
31.73,-91.59,42057
31.72,-85.25,2216
31.72,-81.25,27305
31.72,-89.34,51031
31.71,-111.06,6081
31.7,-87.77,2053
31.7,-83.24,27007
31.7,-91.05,51010
31.7,-103.59,83343
31.68,-88.52,51028
31.66,-85.65,2055
31.66,-93.57,42137
31.64,-109.47,6083
31.61,-83.91,27029
31.61,-81.62,27156
31.61,-93.92,83333
31.61,-98.65,83438
31.6,-89.81,51017
31.59,-99.42,83439
31.58,-101.71,83341
31.56,-92.96,42119
31.56,-95.3,83335
31.55,-84.65,27318
31.53,-90.15,51033
31.51,-110.79,6032
31.5,-99.16,83055
31.48,-93.14,42221
31.46,-92.29,42020
31.45,-82.8,27155
31.45,-93.66,42059
31.44,-86.61,2034
31.43,-96.59,83049
31.43,-98.17,83053
31.4,-86.27,2067
31.39,-91.39,51002
31.39,-100.29,83340
31.37,-87.72,2753
31.31,-87.12,2038
31.31,-96.61,83048
31.29,-88.38,2052
31.29,-84.4,27021
31.28,-99.56,83054
31.23,-89.82,51018
31.23,-88.79,51027
31.22,-86.09,2054
31.22,-87.06,2066
31.21,-83.25,27018
31.2,-94.81,83044
31.2,-105.33,83345
31.19,-82.23,27117
31.18,-91.67,42017
31.18,-97.9,83051
31.18,-100.91,83085
31.13,-98.04,83052
31.12,-94.09,83334
31.08,-91.54,51101
31.07,-87.83,2137
31.06,-81.93,27304
31.06,-93.49,42122
31.06,-102.38,83111
31.05,-89.27,51037
31.02,-90.57,51043
31,-85.21,2031
30.99,-86.88,2035
30.98,-99.44,83043
30.96,-104.17,83189
30.95,-98.73,83041
30.94,-85.74,25055
30.92,-87.4,25001
30.92,-83.02,27004
30.88,-90.24,42010
30.87,-81.57,27001
30.87,-101.65,83112
30.86,-91.51,42012
30.85,-90.73,42032
30.83,-93.31,42016
30.83,-90.14,42410
30.81,-84.52,27006
30.81,-88.76,51030
30.81,-103.94,83331
30.8,-87.63,2218
30.79,-89.71,51020
30.79,-94.08,83032
30.78,-95.8,83135
30.76,-92.42,42414
30.76,-96.72,83136
30.73,-93.64,83347
30.72,-81.9,25019
30.72,-86.78,25052
30.71,-86.11,25053
30.71,-94.93,83033
30.7,-90.51,42009
30.7,-100.84,83113
30.69,-97.58,83139
30.68,-87.96,2754
30.66,-83.8,27057
30.65,-92.43,42113
30.61,-89.51,51119
30.61,-103.36,83330
30.6,-82.7,27158
30.6,-95.62,83322
30.59,-84.04,25006
30.59,-94.18,83321
30.59,-102.6,83329
30.56,-103.91,83392
30.53,-85.24,25054
30.53,-85.83,25107
30.53,-95.5,83034
30.52,-85.13,25004
30.52,-96.19,83237
30.51,-86.48,25003
30.51,-83.21,25061
30.5,-82.73,25012
30.49,-88.79,51229
30.47,-91.21,42309
30.42,-92.28,42055
30.4,-93.16,42056
30.38,-84.66,25057
30.37,-87.6,2142
30.37,-86.27,25002
30.35,-83.33,25058
30.35,-99.14,83042
30.33,-85.28,25005
30.32,-85,25108
30.3,-87.72,2070
30.3,-99.71,83326
30.29,-83.66,25056
30.28,-87.51,2141
30.28,-103.44,83088
30.27,-83.85,25010
30.27,-89.84,42208
30.26,-90.94,42053
30.25,-82.16,25037
30.24,-98.05,83140
30.23,-103.37,83390
30.2,-96.65,83323
30.16,-93.58,42307
30.14,-101.32,83328
30.09,-81.8,25138
30.09,-97.78,83324
30.08,-92.45,42034
30.07,-104.45,83391
30.06,-91.82,42011
30.04,-104.02,83184
30.02,-82.81,25059
30.01,-100.21,83327
30,-93.34,42015
29.98,-84.97,25015
29.98,-91.95,42051
29.94,-84.34,25062
29.94,-101.73,83418
29.92,-101.24,83081
29.91,-94.04,83311
29.9,-90.92,42003
29.89,-81.83,25021
29.89,-93.4,42207
29.88,-81.34,25018
29.84,-92.23,42031
29.82,-97.74,83027
29.78,-85.3,25009
29.78,-95.83,83023
29.78,-97.02,83026
29.77,-93.01,42106
29.75,-90.55,42104
29.73,-94.4,83021
29.71,-91.87,42030
29.69,-89.96,42101
29.69,-91.2,42105
29.68,-83.06,25084
29.67,-94.34,83020
29.66,-83.37,25011
29.57,-104.37,83320
29.55,-92.3,42311
29.53,-81.87,25063
29.53,-96.5,83025
29.53,-100.01,83317
29.45,-82.11,25113
29.4,-81.19,25064
29.35,-99.14,83030
29.27,-97.98,83029
29.21,-97.14,83314
29.19,-82.39,25014
29.19,-103,83082
29.18,-82.28,25165
29.18,-95.61,83312
29.16,-103.61,83319
29.12,-95.24,83022
29.09,-98.64,83315
29.01,-96.93,83024
28.94,-99.85,83019
28.92,-97.96,83015
28.9,-95.61,83011
28.78,-97.22,83214
28.74,-80.87,25025
28.74,-95.76,83305
28.69,-81.54,25068
28.67,-98.38,83017
28.64,-82.17,25066
28.59,-99.29,83309
28.52,-96.5,83013
28.51,-98.11,83308
28.32,-82.3,25020
28.32,-81.33,25069
28.28,-98.31,83016
28.27,-82.63,25085
28.17,-81.86,25022
28.17,-99.77,83018
28.1,-80.89,25067
28.04,-82.5,25116
27.97,-99.26,83009
27.96,-80.96,25030
27.9,-81.71,25129
27.86,-80.44,25175
27.76,-82.33,25070
27.76,-81.45,25073
27.71,-99.72,83304
27.68,-97.47,83006
27.66,-82.14,25027
27.53,-97.94,83005
27.44,-82.11,25017
27.34,-97.69,83302
27.32,-81.41,25024
27.32,-98.96,83008
27.29,-98.5,83303
27.07,-98.82,83007
27.04,-99.43,83410
26.96,-80.38,25031
26.94,-81.76,25086
26.93,-97.65,83378
26.92,-82.03,25132
26.9,-98.6,83003
26.89,-98.13,83002
26.87,-81.35,25082
26.78,-99.12,83204
26.55,-81.12,25081
26.53,-97.7,83098
26.29,-81.44,25026
26.19,-97.35,83001
26.15,-97.94,83301
25.93,-81.65,25087
25.75,-80.96,25028
25.61,-80.41,25178
25.49,-80.54,25079
25.3,-80.39,25180
25.13,-80.93,25135
